# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
init_time,track_id,sample,valid_time,lead_time,lead_time_hours,lat,lon,minimum_sea_level_pressure_hpa,maximum_sustained_wind_speed_knots
2026-09-07 06:00:00,EP122026,0,2026-09-07 06:00:00,0 days 00:00:00,0,16.0,-163.5,949.3,107.9
2026-09-07 06:00:00,EP122026,0,2026-09-07 12:00:00,0 days 06:00:00,6,17.0,-162.88,955.5,101.1
2026-09-07 06:00:00,EP122026,0,2026-09-07 18:00:00,0 days 12:00:00,12,18.0,-162.25,961.7,94.3
2026-09-07 06:00:00,EP122026,0,2026-09-08 00:00:00,0 days 18:00:00,18,19.5,-161.63,968.8,85.8
2026-09-07 06:00:00,EP122026,0,2026-09-08 06:00:00,1 days 00:00:00,24,21.0,-161.0,975.9,77.4
2026-09-07 06:00:00,EP122026,0,2026-09-08 12:00:00,1 days 06:00:00,30,22.63,-161.0,980.0,72.1
2026-09-07 06:00:00,EP122026,0,2026-09-08 18:00:00,1 days 12:00:00,36,24.25,-161.0,984.1,66.8
2026-09-07 06:00:00,EP122026,0,2026-09-09 00:00:00,1 days 18:00:00,42,25.63,-161.25,986.5,63.6
2026-09-07 06:00:00,EP122026,0,2026-09-09 06:00:00,2 days 00:00:00,48,27.0,-161.5,988.9,60.3
2026-09-07 06:00:00,EP122026,0,2026-09-09 12:00:00,2 days 06:00:00,54,27.5,-162.62,991.8,56.1
2026-09-07 06:00:00,EP122026,0,2026-09-09 18:00:00,2 days 12:00:00,60,28.0,-163.75,994.7,51.9
2026-09-07 06:00:00,EP122026,0,2026-09-10 00:00:00,2 days 18:00:00,66,27.88,-165.0,997.1,48.2
2026-09-07 06:00:00,EP122026,0,2026-09-10 06:00:00,3 days 00:00:00,72,27.75,-166.25,999.4,44.6
2026-09-07 06:00:00,EP122026,0,2026-09-10 12:00:00,3 days 06:00:00,78,27.51,-167.63,1002.0,40.2
2026-09-07 06:00:00,EP122026,0,2026-09-10 18:00:00,3 days 12:00:00,84,27.25,-169.0,1004.6,35.8
2026-09-07 06:00:00,EP132026,0,2026-09-07 06:00:00,0 days 00:00:00,0,24.25,-123.5,983.9,67.1
2026-09-07 06:00:00,EP132026,0,2026-09-07 12:00:00,0 days 06:00:00,6,24.38,-124.0,986.3,63.9
2026-09-07 06:00:00,EP132026,0,2026-09-07 18:00:00,0 days 12:00:00,12,24.5,-124.5,988.6,60.7
2026-09-07 06:00:00,EP132026,0,2026-09-08 00:00:00,0 days 18:00:00,18,24.88,-125.12,990.7,57.7
2026-09-07 06:00:00,EP132026,0,2026-09-08 06:00:00,1 days 00:00:00,24,25.25,-125.75,992.8,54.7
2026-09-07 06:00:00,EP132026,0,2026-09-08 12:00:00,1 days 06:00:00,30,25.88,-126.37,995.4,50.7
2026-09-07 06:00:00,EP132026,0,2026-09-08 18:00:00,1 days 12:00:00,36,26.5,-127.0,998.1,46.7
2026-09-07 06:00:00,EP132026,0,2026-09-09 00:00:00,1 days 18:00:00,42,27.12,-127.0,999.7,44.0
2026-09-07 06:00:00,EP132026,0,2026-09-09 06:00:00,2 days 00:00:00,48,27.75,-127.0,1001.4,41.4
2026-09-07 06:00:00,WP222026,0,2026-09-07 06:00:00,0 days 00:00:00,0,27.25,132.75,990.1,58.5
2026-09-07 06:00:00,WP222026,0,2026-09-07 12:00:00,0 days 06:00:00,6,28.13,132.87,991.7,56.3
2026-09-07 06:00:00,WP222026,0,2026-09-07 18:00:00,0 days 12:00:00,12,29.0,133.0,993.2,54.1
2026-09-07 06:00:00,WP222026,0,2026-09-08 00:00:00,0 days 18:00:00,18,29.88,132.38,992.6,55.0
2026-09-07 06:00:00,WP222026,0,2026-09-08 06:00:00,1 days 00:00:00,24,30.75,131.75,992.0,55.9
2026-09-07 06:00:00,WP222026,0,2026-09-08 12:00:00,1 days 06:00:00,30,31.63,132.12,995.0,51.4
2026-09-07 06:00:00,WP222026,0,2026-09-08 18:00:00,1 days 12:00:00,36,32.5,132.5,997.9,47.0
2026-09-07 06:00:00,EP122026,1,2026-09-07 06:00:00,0 days 00:00:00,0,16.0,-163.5,949.3,107.9
2026-09-07 06:00:00,EP122026,1,2026-09-07 12:00:00,0 days 06:00:00,6,17.0,-162.88,956.1,100.5
2026-09-07 06:00:00,EP122026,1,2026-09-07 18:00:00,0 days 12:00:00,12,18.0,-162.25,962.8,93.1
2026-09-07 06:00:00,EP122026,1,2026-09-08 00:00:00,0 days 18:00:00,18,19.38,-161.75,965.5,89.9
2026-09-07 06:00:00,EP122026,1,2026-09-08 06:00:00,1 days 00:00:00,24,20.75,-161.25,968.2,86.7
2026-09-07 06:00:00,EP122026,1,2026-09-08 12:00:00,1 days 06:00:00,30,22.25,-161.0,975.8,77.3
2026-09-07 06:00:00,EP122026,1,2026-09-08 18:00:00,1 days 12:00:00,36,23.75,-160.75,983.3,67.9
2026-09-07 06:00:00,EP122026,1,2026-09-09 00:00:00,1 days 18:00:00,42,24.75,-160.63,985.1,65.4
2026-09-07 06:00:00,EP122026,1,2026-09-09 06:00:00,2 days 00:00:00,48,25.75,-160.5,987.0,63.0
2026-09-07 06:00:00,EP122026,1,2026-09-09 12:00:00,2 days 06:00:00,54,26.5,-161.25,988.2,61.3
2026-09-07 06:00:00,EP122026,1,2026-09-09 18:00:00,2 days 12:00:00,60,27.25,-162.0,989.4,59.6
2026-09-07 06:00:00,EP122026,1,2026-09-10 00:00:00,2 days 18:00:00,66,27.38,-163.0,991.1,57.2
2026-09-07 06:00:00,EP122026,1,2026-09-10 06:00:00,3 days 00:00:00,72,27.5,-164.0,992.8,54.8
2026-09-07 06:00:00,EP122026,1,2026-09-10 12:00:00,3 days 06:00:00,78,27.63,-165.0,996.1,49.6
2026-09-07 06:00:00,EP122026,1,2026-09-10 18:00:00,3 days 12:00:00,84,27.75,-166.0,999.5,44.5
2026-09-07 06:00:00,EP122026,1,2026-09-11 00:00:00,3 days 18:00:00,90,27.63,-167.5,1000.4,43.0
2026-09-07 06:00:00,EP122026,1,2026-09-11 06:00:00,4 days 00:00:00,96,27.5,-169.0,1001.3,41.5
2026-09-07 06:00:00,EP132026,1,2026-09-07 06:00:00,0 days 00:00:00,0,24.25,-123.5,983.9,67.1
2026-09-07 06:00:00,EP132026,1,2026-09-07 12:00:00,0 days 06:00:00,6,24.38,-124.12,986.8,63.2
2026-09-07 06:00:00,EP132026,1,2026-09-07 18:00:00,0 days 12:00:00,12,24.5,-124.75,989.6,59.3
2026-09-07 06:00:00,EP132026,1,2026-09-08 00:00:00,0 days 18:00:00,18,25.0,-125.25,991.0,57.3
2026-09-07 06:00:00,EP132026,1,2026-09-08 06:00:00,1 days 00:00:00,24,25.5,-125.75,992.3,55.4
2026-09-07 06:00:00,EP132026,1,2026-09-08 12:00:00,1 days 06:00:00,30,25.88,-126.12,995.4,50.7
2026-09-07 06:00:00,EP132026,1,2026-09-08 18:00:00,1 days 12:00:00,36,26.25,-126.5,998.5,46.1
2026-09-07 06:00:00,WP222026,1,2026-09-07 06:00:00,0 days 00:00:00,0,27.25,132.75,990.1,58.5
2026-09-07 06:00:00,WP222026,1,2026-09-07 12:00:00,0 days 06:00:00,6,28.13,132.75,991.3,56.8
2026-09-07 06:00:00,WP222026,1,2026-09-07 18:00:00,0 days 12:00:00,12,29.0,132.75,992.6,55.1
2026-09-07 06:00:00,WP222026,1,2026-09-08 00:00:00,0 days 18:00:00,18,30.13,132.5,992.5,55.1
2026-09-07 06:00:00,WP222026,1,2026-09-08 06:00:00,1 days 00:00:00,24,31.25,132.25,992.5,55.1
2026-09-07 06:00:00,WP222026,1,2026-09-08 12:00:00,1 days 06:00:00,30,31.75,133.0,994.4,52.3
2026-09-07 06:00:00,WP222026,1,2026-09-08 18:00:00,1 days 12:00:00,36,32.25,133.75,996.3,49.5
2026-09-07 06:00:00,EP122026,10,2026-09-07 06:00:00,0 days 00:00:00,0,16.0,-163.5,949.3,107.9
2026-09-07 06:00:00,EP122026,10,2026-09-07 12:00:00,0 days 06:00:00,6,16.88,-162.88,957.6,98.7
2026-09-07 06:00:00,EP122026,10,2026-09-07 18:00:00,0 days 12:00:00,12,17.75,-162.25,965.8,89.5
2026-09-07 06:00:00,EP122026,10,2026-09-08 00:00:00,0 days 18:00:00,18,19.25,-161.63,968.0,87.0
2026-09-07 06:00:00,EP122026,10,2026-09-08 06:00:00,1 days 00:00:00,24,20.75,-161.0,970.1,84.5
2026-09-07 06:00:00,EP122026,10,2026-09-08 12:00:00,1 days 06:00:00,30,22.38,-160.63,975.0,78.4
2026-09-07 06:00:00,EP122026,10,2026-09-08 18:00:00,1 days 12:00:00,36,24.0,-160.25,980.0,72.2
2026-09-07 06:00:00,EP122026,10,2026-09-09 00:00:00,1 days 18:00:00,42,25.38,-160.62,983.9,67.0
2026-09-07 06:00:00,EP122026,10,2026-09-09 06:00:00,2 days 00:00:00,48,26.75,-161.0,987.8,61.8
2026-09-07 06:00:00,EP122026,10,2026-09-09 12:00:00,2 days 06:00:00,54,27.38,-162.12,991.7,56.2
2026-09-07 06:00:00,EP122026,10,2026-09-09 18:00:00,2 days 12:00:00,60,28.0,-163.25,995.6,50.6
2026-09-07 06:00:00,EP122026,10,2026-09-10 00:00:00,2 days 18:00:00,66,27.88,-164.38,998.1,46.5
2026-09-07 06:00:00,EP122026,10,2026-09-10 06:00:00,3 days 00:00:00,72,27.75,-165.5,1000.7,42.5
2026-09-07 06:00:00,EP122026,10,2026-09-10 12:00:00,3 days 06:00:00,78,27.63,-166.88,1002.6,39.2
2026-09-07 06:00:00,EP122026,10,2026-09-10 18:00:00,3 days 12:00:00,84,27.5,-168.25,1004.5,36.0
2026-09-07 06:00:00,EP132026,10,2026-09-07 06:00:00,0 days 00:00:00,0,24.25,-123.5,983.9,67.1
2026-09-07 06:00:00,EP132026,10,2026-09-07 12:00:00,0 days 06:00:00,6,24.38,-124.0,986.3,63.8
2026-09-07 06:00:00,EP132026,10,2026-09-07 18:00:00,0 days 12:00:00,12,24.5,-124.5,988.7,60.6
2026-09-07 06:00:00,EP132026,10,2026-09-08 00:00:00,0 days 18:00:00,18,24.75,-125.12,989.7,59.2
2026-09-07 06:00:00,EP132026,10,2026-09-08 06:00:00,1 days 00:00:00,24,25.0,-125.75,990.7,57.7
2026-09-07 06:00:00,EP132026,10,2026-09-08 12:00:00,1 days 06:00:00,30,25.63,-126.12,993.5,53.6
2026-09-07 06:00:00,EP132026,10,2026-09-08 18:00:00,1 days 12:00:00,36,26.25,-126.5,996.3,49.5
2026-09-07 06:00:00,EP132026,10,2026-09-09 00:00:00,1 days 18:00:00,42,27.25,-126.87,998.1,46.7
2026-09-07 06:00:00,EP132026,10,2026-09-09 06:00:00,2 days 00:00:00,48,28.25,-127.25,999.8,43.9
2026-09-07 06:00:00,WP222026,10,2026-09-07 06:00:00,0 days 00:00:00,0,27.25,132.75,990.1,58.5
2026-09-07 06:00:00,WP222026,10,2026-09-07 12:00:00,0 days 06:00:00,6,28.13,132.75,991.1,57.1
2026-09-07 06:00:00,WP222026,10,2026-09-07 18:00:00,0 days 12:00:00,12,29.0,132.75,992.1,55.7
2026-09-07 06:00:00,WP222026,10,2026-09-08 00:00:00,0 days 18:00:00,18,30.13,132.63,993.2,54.1
2026-09-07 06:00:00,WP222026,10,2026-09-08 06:00:00,1 days 00:00:00,24,31.25,132.5,994.3,52.5
2026-09-07 06:00:00,WP222026,10,2026-09-08 12:00:00,1 days 06:00:00,30,31.63,132.75,996.2,49.6
2026-09-07 06:00:00,WP222026,10,2026-09-08 18:00:00,1 days 12:00:00,36,32.0,133.0,998.1,46.6
2026-09-07 06:00:00,EP122026,11,2026-09-07 06:00:00,0 days 00:00:00,0,16.0,-163.5,949.3,107.9
2026-09-07 06:00:00,EP122026,11,2026-09-07 12:00:00,0 days 06:00:00,6,17.0,-163.0,958.9,97.2
2026-09-07 06:00:00,EP122026,11,2026-09-07 18:00:00,0 days 12:00:00,12,18.0,-162.5,968.4,86.5
2026-09-07 06:00:00,EP122026,11,2026-09-08 00:00:00,0 days 18:00:00,18,19.25,-161.88,971.4,82.9
2026-09-07 06:00:00,EP122026,11,2026-09-08 06:00:00,1 days 00:00:00,24,20.5,-161.25,974.4,79.3
2026-09-07 06:00:00,EP122026,11,2026-09-08 12:00:00,1 days 06:00:00,30,22.13,-161.0,978.0,74.8
2026-09-07 06:00:00,EP122026,11,2026-09-08 18:00:00,1 days 12:00:00,36,23.75,-160.75,981.5,70.2
2026-09-07 06:00:00,EP122026,11,2026-09-09 00:00:00,1 days 18:00:00,42,25.0,-160.75,984.6,66.0
2026-09-07 06:00:00,EP122026,11,2026-09-09 06:00:00,2 days 00:00:00,48,26.25,-160.75,987.8,61.9
2026-09-07 06:00:00,EP122026,11,2026-09-09 12:00:00,2 days 06:00:00,54,27.0,-161.62,990.8,57.6
2026-09-07 06:00:00,EP122026,11,2026-09-09 18:00:00,2 days 12:00:00,60,27.75,-162.5,993.8,53.2
2026-09-07 06:00:00,EP122026,11,2026-09-10 00:00:00,2 days 18:00:00,66,27.88,-164.0,996.0,49.8
2026-09-07 06:00:00,EP122026,11,2026-09-10 06:00:00,3 days 00:00:00,72,28.0,-165.5,998.3,46.4
2026-09-07 06:00:00,EP122026,11,2026-09-10 12:00:00,3 days 06:00:00,78,27.63,-166.75,999.5,44.4
2026-09-07 06:00:00,EP122026,11,2026-09-10 18:00:00,3 days 12:00:00,84,27.25,-168.0,1000.7,42.5
