# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
init_time,track_id,sample,valid_time,lead_time,lead_time_hours,lat,lon,minimum_sea_level_pressure_hpa,maximum_sustained_wind_speed_knots
2026-07-31 12:00:00,EP072026,0,2026-07-31 12:00:00,0 days 00:00:00,0,21.75,-128.0,992.2,55.6
2026-07-31 12:00:00,EP072026,0,2026-07-31 18:00:00,0 days 06:00:00,6,22.13,-129.37,993.4,53.8
2026-07-31 12:00:00,EP072026,0,2026-08-01 00:00:00,0 days 12:00:00,12,22.5,-130.75,994.7,51.9
2026-07-31 12:00:00,EP072026,0,2026-08-01 06:00:00,0 days 18:00:00,18,22.88,-132.12,996.4,49.3
2026-07-31 12:00:00,EP072026,0,2026-08-01 12:00:00,1 days 00:00:00,24,23.25,-133.5,998.1,46.7
2026-07-31 12:00:00,EP072026,0,2026-08-01 18:00:00,1 days 06:00:00,30,23.63,-134.87,1000.4,42.9
2026-07-31 12:00:00,EP072026,0,2026-08-02 00:00:00,1 days 12:00:00,36,24.0,-136.25,1002.7,39.1
2026-07-31 12:00:00,EP072026,0,2026-08-02 06:00:00,1 days 18:00:00,42,24.51,-137.87,1005.4,34.3
2026-07-31 12:00:00,EP072026,0,2026-08-02 12:00:00,2 days 00:00:00,48,25.0,-139.5,1008.0,29.5
2026-07-31 12:00:00,EP072026,0,2026-08-02 18:00:00,2 days 06:00:00,54,25.5,-140.62,1008.0,29.5
2026-07-31 12:00:00,EP072026,0,2026-08-03 00:00:00,2 days 12:00:00,60,26.0,-141.75,1008.0,29.5
2026-07-31 12:00:00,WP122026,0,2026-07-31 12:00:00,0 days 00:00:00,0,19.25,160.0,952.1,105.0
2026-07-31 12:00:00,WP122026,0,2026-07-31 18:00:00,0 days 06:00:00,6,19.88,159.13,955.2,101.5
2026-07-31 12:00:00,WP122026,0,2026-08-01 00:00:00,0 days 12:00:00,12,20.5,158.25,958.3,98.1
2026-07-31 12:00:00,WP122026,0,2026-08-01 06:00:00,0 days 18:00:00,18,21.0,157.13,957.0,99.6
2026-07-31 12:00:00,WP122026,0,2026-08-01 12:00:00,1 days 00:00:00,24,21.5,156.0,955.6,101.1
2026-07-31 12:00:00,WP122026,0,2026-08-01 18:00:00,1 days 06:00:00,30,22.13,154.76,955.7,101.0
2026-07-31 12:00:00,WP122026,0,2026-08-02 00:00:00,1 days 12:00:00,36,22.75,153.5,955.9,100.8
2026-07-31 12:00:00,WP122026,0,2026-08-02 06:00:00,1 days 18:00:00,42,23.25,152.25,955.5,101.2
2026-07-31 12:00:00,WP122026,0,2026-08-02 12:00:00,2 days 00:00:00,48,23.75,151.0,955.2,101.6
2026-07-31 12:00:00,WP122026,0,2026-08-02 18:00:00,2 days 06:00:00,54,24.0,149.88,953.1,103.8
2026-07-31 12:00:00,WP122026,0,2026-08-03 00:00:00,2 days 12:00:00,60,24.25,148.75,951.1,106.0
2026-07-31 12:00:00,WP122026,0,2026-08-03 06:00:00,2 days 18:00:00,66,24.38,147.5,952.1,105.0
2026-07-31 12:00:00,WP122026,0,2026-08-03 12:00:00,3 days 00:00:00,72,24.5,146.25,953.0,104.0
2026-07-31 12:00:00,WP122026,0,2026-08-03 18:00:00,3 days 06:00:00,78,24.5,145.12,951.5,105.6
2026-07-31 12:00:00,WP122026,0,2026-08-04 00:00:00,3 days 12:00:00,84,24.5,144.0,950.0,107.2
2026-07-31 12:00:00,WP122026,0,2026-08-04 06:00:00,3 days 18:00:00,90,24.63,142.88,951.2,106.0
2026-07-31 12:00:00,WP122026,0,2026-08-04 12:00:00,4 days 00:00:00,96,24.75,141.75,952.3,104.7
2026-07-31 12:00:00,WP122026,0,2026-08-04 18:00:00,4 days 06:00:00,102,24.51,140.5,952.9,104.1
2026-07-31 12:00:00,WP122026,0,2026-08-05 00:00:00,4 days 12:00:00,108,24.25,139.25,953.4,103.5
2026-07-31 12:00:00,WP122026,0,2026-08-05 06:00:00,4 days 18:00:00,114,24.38,138.0,954.4,102.5
2026-07-31 12:00:00,WP122026,0,2026-08-05 12:00:00,5 days 00:00:00,120,24.5,136.75,955.3,101.4
2026-07-31 12:00:00,WP122026,0,2026-08-05 18:00:00,5 days 06:00:00,126,24.38,136.0,954.3,102.6
2026-07-31 12:00:00,WP122026,0,2026-08-06 00:00:00,5 days 12:00:00,132,24.25,135.25,953.2,103.7
2026-07-31 12:00:00,WP122026,0,2026-08-06 06:00:00,5 days 18:00:00,138,24.5,134.25,953.0,104.0
2026-07-31 12:00:00,WP122026,0,2026-08-06 12:00:00,6 days 00:00:00,144,24.75,133.25,952.7,104.3
2026-07-31 12:00:00,WP122026,0,2026-08-06 18:00:00,6 days 06:00:00,150,25.0,132.13,950.1,107.1
2026-07-31 12:00:00,WP122026,0,2026-08-07 00:00:00,6 days 12:00:00,156,25.25,131.0,947.5,109.9
2026-07-31 12:00:00,WP122026,0,2026-08-07 06:00:00,6 days 18:00:00,162,25.13,130.5,948.6,108.7
2026-07-31 12:00:00,WP122026,0,2026-08-07 12:00:00,7 days 00:00:00,168,25.0,130.0,949.7,107.6
2026-07-31 12:00:00,WP122026,0,2026-08-07 18:00:00,7 days 06:00:00,174,24.88,129.75,952.3,104.7
2026-07-31 12:00:00,WP122026,0,2026-08-08 00:00:00,7 days 12:00:00,180,24.75,129.5,955.0,101.8
2026-07-31 12:00:00,WP122026,0,2026-08-08 06:00:00,7 days 18:00:00,186,25.13,129.38,956.7,99.9
2026-07-31 12:00:00,WP122026,0,2026-08-08 12:00:00,8 days 00:00:00,192,25.5,129.25,958.4,98.1
2026-07-31 12:00:00,WP122026,0,2026-08-08 18:00:00,8 days 06:00:00,198,26.13,129.25,958.9,97.5
2026-07-31 12:00:00,WP122026,0,2026-08-09 00:00:00,8 days 12:00:00,204,26.75,129.25,959.4,96.9
2026-07-31 12:00:00,WP122026,0,2026-08-09 06:00:00,8 days 18:00:00,210,27.25,129.25,958.7,97.7
2026-07-31 12:00:00,WP122026,0,2026-08-09 12:00:00,9 days 00:00:00,216,27.75,129.25,957.9,98.6
2026-07-31 12:00:00,WP122026,0,2026-08-09 18:00:00,9 days 06:00:00,222,28.38,129.5,958.0,98.5
2026-07-31 12:00:00,WP122026,0,2026-08-10 00:00:00,9 days 12:00:00,228,29.0,129.75,958.0,98.4
2026-07-31 12:00:00,WP122026,0,2026-08-10 06:00:00,9 days 18:00:00,234,29.12,129.75,959.0,97.3
2026-07-31 12:00:00,WP122026,0,2026-08-10 12:00:00,10 days 00:00:00,240,29.25,129.75,960.0,96.2
2026-07-31 12:00:00,WP122026,0,2026-08-10 18:00:00,10 days 06:00:00,246,29.75,129.63,961.5,94.5
2026-07-31 12:00:00,WP122026,0,2026-08-11 00:00:00,10 days 12:00:00,252,30.25,129.5,963.0,92.8
2026-07-31 12:00:00,WP122026,0,2026-08-11 06:00:00,10 days 18:00:00,258,30.25,129.38,965.0,90.5
2026-07-31 12:00:00,WP122026,0,2026-08-11 12:00:00,11 days 00:00:00,264,30.25,129.25,967.0,88.1
2026-07-31 12:00:00,WP122026,0,2026-08-11 18:00:00,11 days 06:00:00,270,30.63,128.88,967.2,88.0
2026-07-31 12:00:00,WP122026,0,2026-08-12 00:00:00,11 days 12:00:00,276,31.0,128.5,967.3,87.8
2026-07-31 12:00:00,WP122026,0,2026-08-12 06:00:00,11 days 18:00:00,282,31.13,127.88,966.3,89.0
2026-07-31 12:00:00,WP122026,0,2026-08-12 12:00:00,12 days 00:00:00,288,31.25,127.25,965.3,90.1
2026-07-31 12:00:00,WP122026,0,2026-08-12 18:00:00,12 days 06:00:00,294,31.25,126.62,965.4,90.0
2026-07-31 12:00:00,WP122026,0,2026-08-13 00:00:00,12 days 12:00:00,300,31.25,126.0,965.5,89.9
2026-07-31 12:00:00,WP122026,0,2026-08-13 06:00:00,12 days 18:00:00,306,31.63,125.38,966.5,88.8
2026-07-31 12:00:00,WP122026,0,2026-08-13 12:00:00,13 days 00:00:00,312,32.0,124.75,967.5,87.6
2026-07-31 12:00:00,WP122026,0,2026-08-13 18:00:00,13 days 06:00:00,318,32.25,124.38,968.7,86.2
2026-07-31 12:00:00,WP122026,0,2026-08-14 00:00:00,13 days 12:00:00,324,32.5,124.0,969.8,84.8
2026-07-31 12:00:00,WP122026,0,2026-08-14 06:00:00,13 days 18:00:00,330,33.0,123.63,970.9,83.5
