# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
init_time,track_id,sample,valid_time,lead_time,lead_time_hours,lat,lon,minimum_sea_level_pressure_hpa,maximum_sustained_wind_speed_knots
2026-07-08 12:00:00,WP092026,0,2026-07-08 12:00:00,0 days 00:00:00,0,17.25,132.0,946.1,111.4
2026-07-08 12:00:00,WP092026,0,2026-07-08 18:00:00,0 days 06:00:00,6,17.75,131.0,943.7,113.9
2026-07-08 12:00:00,WP092026,0,2026-07-09 00:00:00,0 days 12:00:00,12,18.25,130.0,941.2,116.4
2026-07-08 12:00:00,WP092026,0,2026-07-09 06:00:00,0 days 18:00:00,18,18.88,129.5,943.1,114.5
2026-07-08 12:00:00,WP092026,0,2026-07-09 12:00:00,1 days 00:00:00,24,19.5,129.0,944.9,112.6
2026-07-08 12:00:00,WP092026,0,2026-07-09 18:00:00,1 days 06:00:00,30,20.38,128.01,945.4,112.1
2026-07-08 12:00:00,WP092026,0,2026-07-10 00:00:00,1 days 12:00:00,36,21.25,127.0,945.9,111.6
2026-07-08 12:00:00,WP092026,0,2026-07-10 06:00:00,1 days 18:00:00,42,22.25,126.01,949.6,107.6
2026-07-08 12:00:00,WP092026,0,2026-07-10 12:00:00,2 days 00:00:00,48,23.25,125.0,953.2,103.7
2026-07-08 12:00:00,WP092026,0,2026-07-10 18:00:00,2 days 06:00:00,54,24.38,123.76,955.1,101.6
2026-07-08 12:00:00,WP092026,0,2026-07-11 00:00:00,2 days 12:00:00,60,25.5,122.5,957.0,99.6
2026-07-08 12:00:00,WP092026,0,2026-07-11 06:00:00,2 days 18:00:00,66,26.25,121.75,959.3,97.0
